,element,Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber
29,Zn,-0.6785714285714286,0.5289700738597977,-0.7300187122168481,-0.669575893389922,0.6544272759096587,-0.5709200054483393,-0.6824193396747964,-0.13263646379639332,0.4477667355944951,-0.5770450350846598,1.4664082213168395,-0.6736399056804304,0.1998936301369759,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.9386254767696866,-0.7473969679675805,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
30,Ga,-0.6428571428571429,0.6935310012632626,-0.6707262621763423,-1.1062658525304774,0.826925769831498,-0.5709200054483393,-0.6824193396747964,0.12308004777131065,0.4477667355944951,-0.04396533600645023,1.4664082213168395,-0.6736399056804304,0.3266235786551894,-0.4444444444444444,2.8259066188618682,-0.6299958172994405,-0.44122126175828436,0.10788798583559614,-0.4537319073202147,-0.32588186366206906,-0.2078325895799724,-1.9444993273262716
31,Ge,-0.6071428571428571,0.8580919286667276,-0.6309021597659911,-0.08841311635374915,0.9994242637533374,-0.5709200054483393,-0.7280236634422476,0.4427256872309399,0.4477667355944951,0.48911436307175926,1.4664082213168395,-0.6736399056804304,0.4533535271734029,-0.4444444444444444,2.157338467570158,-0.6299958172994405,-0.44122126175828436,-0.10141470668546039,-0.20503852517933696,-0.18826507347270244,-0.2078325895799724,0.6917751752220731
32,As,-0.5714285714285714,1.0226528560701924,-0.5997528035577439,-0.22442707597009595,1.1719227576751767,-0.5709200054483393,-0.7508258253259731,0.7144244807716257,0.4477667355944951,1.0221940621499688,1.4664082213168395,-0.6736399056804304,0.5800834756916163,-0.4444444444444444,1.4887703162784476,-0.6299958172994405,-0.44122126175828436,-0.3107173992065169,-0.25480718272651676,-0.32588186366206906,-0.2078325895799724,-0.27431299651924573
33,Se,-0.5357142857142857,1.1872137834736574,-0.5446188799465124,-0.8921727096714356,1.344421251597016,-0.5709200054483393,-0.7280236634422476,1.3057689137719402,0.4477667355944951,1.5552737612281784,1.4664082213168395,-0.6736399056804304,0.7068134242098298,-0.4444444444444444,0.8202021649867374,-0.6299958172994405,-0.44122126175828436,-0.5200200917275735,-0.030248601384120624,-0.038790961935426915,-0.2078325895799724,-2.763218116937559
34,Br,-0.5,1.3846868963578154,-0.5317309976443624,-1.1478431016356063,1.5169197455188554,-0.5709200054483393,-0.7280236634422476,1.9610424746641812,0.4477667355944951,2.088353460306388,1.4664082213168395,-0.6736399056804304,0.8335433727280434,-0.4444444444444444,0.15163401369502705,-0.6299958172994405,-0.44122126175828436,-0.72932278424863,0.18321696592667502,0.1976368394865136,-0.2078325895799724,-1.9444993273262716
35,Kr,-0.4642857142857143,1.5821600092419732,-0.4785684831479937,-1.3159110924267774,1.6894182394406947,-0.5709200054483393,-0.8192323109771497,2.024971602556107,0.4477667355944951,2.6214331593845976,1.4664082213168395,-0.6736399056804304,0.9602733212462569,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.9386254767696866,0.5777684920235954,2.381539844110457,-0.2078325895799724,0.6917751752220731
36,Rb,-0.42857142857142855,-1.6103219823852464,-0.4557716760842965,-1.0955662370911354,-1.243056157230574,0.08060047135741229,1.5521925249303066,-1.4591658675538564,-1.9651984506647284,-0.5770450350846598,-0.8885851142416609,-0.6736399056804304,-1.1941358035633725,2.25,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.72932278424863,3.855454327171452,-0.32588186366206906,-0.2078325895799724,0.7572726783909761
37,Sr,-0.39285714285714285,-1.4786732404624745,-0.42638894272551753,-0.26924221917152813,-1.0705576633087348,0.08060047135741229,0.9821384778371681,-1.251396201905097,0.4477667355944951,-0.5770450350846598,-0.8885851142416609,-0.6736399056804304,-1.067405855045159,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.9386254767696866,1.6672823566407744,-0.32588186366206906,-0.2078325895799724,0.6917751752220731
38,Y,-0.35714285714285715,-1.3470244985397024,-0.40883398143503075,0.5699213372752896,-0.8980591693868955,0.08060047135741229,0.8681276684185404,-0.8198745886345971,0.4477667355944951,-0.5770450350846598,-0.6530857806858109,-0.6736399056804304,-0.9406759065269455,-0.4444444444444444,-0.5169341375966833,2.066015694967283,-0.44122126175828436,0.9450987559198223,0.35620802258163176,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
39,Zr,-0.32142857142857145,-0.293834563157527,-0.3771856293601061,0.9385258901070693,-0.7255606754650561,0.08060047135741229,0.5260952401626573,-0.6440694869318005,0.4477667355944951,-0.5770450350846598,-0.41758644712996085,-0.6736399056804304,-0.813945958008732,-0.4444444444444444,-0.5169341375966833,1.7664588602709803,-0.44122126175828436,0.7357960633987657,-0.1936456999576933,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
40,Nb,-0.2857142857142857,-0.195098006715448,-0.35421707488183146,1.63540136688934,-0.5530621815432167,0.08060047135741229,0.2752714594416763,-0.21254787366130046,-1.9651984506647284,-0.5770450350846598,0.0534122199817392,-0.6736399056804304,-0.6872160094905185,2.25,-0.5169341375966833,1.167345190878375,-0.44122126175828436,0.5264933708777092,-0.4943563235710755,-0.32588186366206906,-0.2078325895799724,0.7572726783909761
41,Mo,-0.25,-0.09636145027336905,-0.3125277791662687,1.7989766395745674,-0.3805636876213774,0.08060047135741229,0.04724984060442088,0.6824599168256628,-1.9651984506647284,-0.5770450350846598,0.28891155353758924,-0.6736399056804304,-0.5604860609723051,2.25,-0.5169341375966833,0.8677883561820724,-0.44122126175828436,0.31719067835665266,-0.6436622962126153,-0.32588186366206906,-0.2078325895799724,0.7572726783909761
42,Tc,-0.21428571428571427,0.0023751061687099116,-0.2846768470726394,1.2768802212778825,-0.20806519369953805,0.08060047135741229,-0.11236529258165791,0.2669205855281438,0.4477667355944951,-0.5770450350846598,0.28891155353758924,-0.6736399056804304,-0.43375611245409157,-0.4444444444444444,-0.5169341375966833,0.8677883561820724,-0.44122126175828436,0.10788798583559614,-0.7279092406147691,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
43,Ru,-0.17857142857142858,0.10111166261078887,-0.2427639247552661,1.47518722994422,-0.035566699777698704,0.08060047135741229,-0.13516745446538345,0.7463890447175887,-1.9651984506647284,-0.5770450350846598,0.7599102206492893,-0.6736399056804304,-0.3070261639358781,2.25,-0.5169341375966833,0.26867468678946727,-0.44122126175828436,-0.10141470668546039,-0.7743799750714733,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
44,Rh,-0.14285714285714285,0.19984821905286781,-0.21770491207984613,1.060647155330972,0.13693179414414064,0.08060047135741229,-0.22637610200028563,0.87424730050144,-1.9651984506647284,-0.5770450350846598,0.9954095542051393,-0.6736399056804304,-0.1802962154176646,2.25,-0.5169341375966833,-0.03088214790683534,-0.44122126175828436,-0.3107173992065169,-0.7665848841303486,-0.32588186366206906,-0.2078325895799724,0.6917751752220731
45,Pd,-0.10714285714285714,0.2985847754949468,-0.169723490097954,0.6024683350253297,0.30943028806598,0.08060047135741229,-0.29478258765146226,0.7463890447175887,-4.3781636369239525,-0.5770450350846598,1.4664082213168395,-0.6736399056804304,-0.0535662668994511,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.9386254767696866,-0.7204139608636878,-0.32588186366206906,-0.2078325895799724,0.6917751752220731
46,Ag,-0.07142857142857142,0.39732133193702573,-0.14995205879501586,-0.062050608365506695,0.4819287819878193,0.08060047135741229,-0.157969616349109,0.3148674314470883,-1.9651984506647284,-0.5770450350846598,1.4664082213168395,-0.6736399056804304,0.0731636816187624,2.25,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.72932278424863,-0.605286463887079,-0.32588186366206906,-0.2078325895799724,0.6917751752220731
47,Cd,-0.03571428571428571,0.5618822593404906,-0.08793185569945758,-0.7798883683802472,0.6544272759096587,0.08060047135741229,-0.18077177823283452,-0.06870733590446733,0.4477667355944951,-0.5770450350846598,1.4664082213168395,-0.6736399056804304,0.1998936301369759,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.9386254767696866,-0.41550598058970006,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
48,In,0.0,0.7264431867439556,-0.05507048631251371,-0.964157033438736,0.826925769831498,0.08060047135741229,-0.22637610200028563,0.07513320185236616,0.4477667355944951,-0.04396533600645023,1.4664082213168395,-0.6736399056804304,0.3266235786551894,-0.4444444444444444,2.8259066188618682,-0.6299958172994405,-0.44122126175828436,0.10788798583559614,-0.12978591647848045,-0.32588186366206906,-0.2078325895799724,-0.7164211429093408
49,Sn,0.03571428571428571,0.8910041141474205,-0.001935276651530934,-0.8797589150046389,0.9994242637533374,0.08060047135741229,-0.29478258765146226,0.3628142773660328,0.4477667355944951,0.48911436307175926,1.4664082213168395,-0.6736399056804304,0.4533535271734029,-0.4444444444444444,2.157338467570158,-0.6299958172994405,-0.44122126175828436,-0.10141470668546039,0.4113732815495899,-0.32588186366206906,-0.2078325895799724,-0.6836723913248893
50,Sb,0.07142857142857142,1.0555650415508855,0.03970459731198352,-0.4330639751443635,1.1719227576751767,0.08060047135741229,-0.29478258765146226,0.5066548151228659,0.4477667355944951,1.0221940621499688,1.4664082213168395,-0.6736399056804304,0.5800834756916163,-0.4444444444444444,1.4887703162784476,-0.6299958172994405,-0.44122126175828436,-0.3107173992065169,0.30793842098466795,-0.32588186366206906,-0.2078325895799724,-0.27431299651924573
51,Te,0.10714285714285714,1.2201259689543504,0.11943471663884354,-0.6359869435604485,1.344421251597016,0.08060047135741229,-0.3175847495351878,0.5865662249877738,0.4477667355944951,1.5552737612281784,1.4664082213168395,-0.6736399056804304,0.7068134242098298,-0.4444444444444444,0.8202021649867374,-0.6299958172994405,-0.44122126175828436,-0.5200200917275735,0.5000174567370461,-0.15916073925510793,-0.2078325895799724,-0.5035542576104062
52,I,0.14285714285714285,1.4175990818385082,0.10993905056086213,-1.012221274522272,1.5169197455188554,0.08060047135741229,-0.29478258765146226,1.481574015474737,0.4477667355944951,2.088353460306388,1.4664082213168395,-0.6736399056804304,0.8335433727280434,-0.4444444444444444,0.15163401369502705,-0.6299958172994405,-0.44122126175828436,-0.72932278424863,0.9948058573737594,0.05570829607972563,-0.2078325895799724,-1.9444993273262716
53,Xe,0.17857142857142858,1.6150721947226663,0.16985309517892838,-1.2649226632493478,1.6894182394406947,0.08060047135741229,-0.2719804257677367,1.385680323636848,0.4477667355944951,2.6214331593845976,1.4664082213168395,-0.6736399056804304,0.9602733212462569,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.9386254767696866,1.6325042585957572,1.993841367310649,-0.2078325895799724,0.6917751752220731
54,Cs,0.21428571428571427,-1.5774097969045535,0.19186696202752807,-1.1077447522561248,-1.243056157230574,0.7321209481631639,2.0994444101397196,-1.5071127134728008,-1.9651984506647284,-0.5770450350846598,-0.8885851142416609,-0.6736399056804304,-1.1941358035633725,2.25,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.72932278424863,5.357058672503082,-0.32588186366206906,-0.2078325895799724,0.7572726783909761
55,Ba,0.25,-1.4457610549817814,0.2522317835382218,-0.32526114817331836,-1.0705576633087348,0.7321209481631639,1.438181715511679,-1.347289893742986,0.4477667355944951,-0.5770450350846598,-0.8885851142416609,-0.6736399056804304,-1.067405855045159,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,-0.44122126175828436,-0.9386254767696866,2.228528904401743,-0.32588186366206906,-0.2078325895799724,0.7572726783909761
56,La,0.2857142857142857,-1.3141123130590096,0.27378171529402145,-0.10902808222640806,-0.8980591693868955,0.7321209481631639,1.2557644204418745,-1.0116619723103746,0.4477667355944951,-0.5770450350846598,-0.6530857806858109,-0.6736399056804304,-0.9406759065269455,-0.4444444444444444,-0.5169341375966833,2.066015694967283,-0.44122126175828436,0.9450987559198223,0.62798686635584,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
57,Ce,0.32142857142857145,-1.2482879420976236,0.2903083764838749,-0.24571426899077622,-0.8980591693868955,0.7321209481631639,1.187357934790698,-0.9796974083644117,0.4477667355944951,-0.5770450350846598,-0.6530857806858109,-0.49412597477108494,-0.813945958008732,-0.4444444444444444,-0.5169341375966833,2.066015694967283,3.5329216745074055,3.666033758693557,0.6485239328738029,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
58,Pr,0.35714285714285715,-1.1824635711362377,0.30111631295050284,-0.0967039178460142,-0.8980591693868955,0.7321209481631639,1.1645557729069724,-0.9637151263914305,0.4477667355944951,-0.5770450350846598,-0.8885851142416609,-0.13509811295239402,-0.6872160094905185,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,2.9215150689280684,1.3637041409619353,0.5546830303902646,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
59,Nd,0.39285714285714285,-1.1166392001748515,0.3466382518850094,0.0041301543572082175,-0.8980591693868955,0.7321209481631639,1.1189514491395214,-0.9477328444184491,0.4477667355944951,-0.5770450350846598,-0.8885851142416609,0.04441581795695146,-0.5604860609723051,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,2.6158117661384,1.1544014484408789,0.5028156945127823,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
60,Pm,0.42857142857142855,-1.0508148292134656,0.35698678449626947,0.09264006218003679,-0.8980591693868955,0.7321209481631639,1.0733471253720703,-0.9237594214589766,0.4477667355944951,-0.5770450350846598,-0.8885851142416609,0.2239297488662969,-0.43375611245409157,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,2.310108463348732,0.9450987559198223,0.4448022292394128,-0.32588186366206906,-0.2078325895799724,0.1841695256630751
61,Sm,0.4642857142857143,-0.9849904582520796,0.43016374333051116,0.06126946193903426,-0.8980591693868955,0.7321209481631639,1.0505449634883448,-0.8997859984995046,0.4477667355944951,-0.5770450350846598,-0.8885851142416609,0.4034436797756424,-0.3070261639358781,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,2.004405160559063,0.7357960633987657,0.40807535845911413,-0.32588186366206906,-0.2078325895799724,-0.27431299651924573
62,Eu,0.5,-0.9191660872906937,0.4520622213100116,-0.2188251830699169,-0.8980591693868955,0.7321209481631639,1.0505449634883448,-0.8758125755400321,0.4477667355944951,-0.5770450350846598,-0.8885851142416609,0.5829576106849879,-0.1802962154176646,-0.4444444444444444,-0.5169341375966833,-0.6299958172994405,1.6987018577693949,0.5264933708777092,0.6017533872270555,-0.32588186366206906,-0.2078325895799724,0.7572726783909761
